time_stamp,temp_st,temp_supply,temp_return
0,140,81.30718392914989,104.50494753884033
1,140,81.40404496912853,104.62075784300822
2,140,81.59792849408825,104.85275987406078
3,140,81.69495144706752,104.96895256921447
4,140,81.84058802490887,105.14348258105228
5,140,81.98634788755635,105.25999728265082
6,140,82.22955712609428,105.43501260665668
7,140,82.37564965587235,105.49341616781389
8,140,82.52186840940517,105.5518523923485
9,140,82.76584902594013,105.66882308080088
10,140,82.96129011044094,105.78592517185487
11,140,83.20591538145159,105.90315916750227
12,140,83.35286475860244,106.02052557190014
13,140,83.49994580488551,106.31452419940517
14,140,83.69626011773912,106.37342431193018
15,140,83.84365161952344,106.43235803624623
16,140,84.0896032993946,106.55032657770691
17,140,84.18808940912237,106.6684303401003
18,140,84.38524375400506,106.78666984199616
19,140,84.58264260750047,106.84584065793096
20,140,84.7308534204565,107.02355814994262
21,140,84.9286850282203,107.14220800454548
22,140,85.0772227411551,107.20158458751082
23,140,85.1763264611705,107.37992175373118
24,140,85.37472364417334,107.55857144353259
25,140,85.37472364417334,107.73753546379216
26,140,85.62307855176448,107.97664626156374
27,140,85.72253285741778,108.15635081429245
28,140,85.92163548861585,108.2763317577627
29,140,85.97145175792369,108.63713461378619
30,140,86.07113325989106,108.75769075923334
31,140,86.27069303887123,108.99923919953493
32,140,86.37057184416986,109.30199835959571
33,140,86.57052861259248,109.60568096072579
34,140,86.62055949005713,109.97133171864586
35,140,86.7707527016866,110.3996423877181
36,140,86.92109748624102,110.7067247365642
37,140,87.02141199823816,111.07649919798762
38,140,87.12179454975917,111.38571878233907
39,140,87.27249654390988,111.69592518722014
40,140,87.22224541168461,112.13189060481398
41,140,87.322764855666,112.44450539429182
42,140,87.4736732091398,112.82099104130099
43,140,87.52401058028397,113.19896373138117
44,140,87.62473740811896,113.57844129476483
45,140,87.72553391241593,113.95944182377859
46,140,87.82640036874926,114.34198367829974
47,140,87.9273370534921,114.79025544661242
48,140,87.97783181810311,115.2406805723814
49,140,88.0283442438206,115.69328965417128
50,140,88.0788743654179,116.14811383308715
51,140,88.12942221771898,116.60518480629325
52,140,88.2811725078512,117.06453484094084
53,140,88.33179163222954,117.52619678852218
54,140,88.4330836328921,117.92377246289833
55,140,88.48375657949222,118.32309267527718
56,140,88.53444753723517,118.72417918827016
57,140,88.63588362735362,119.12705411082119
58,140,88.73739218617938,119.53173990586089
59,140,88.73739218617938,119.93825939816718
60,140,88.88979152423019,120.4148806939019
61,140,88.94062784589349,120.82545327271318
62,140,89.14415679675292,121.44489811208949
63,140,89.0932469377714,121.86028774863875
64,140,89.19508512974329,122.27764766026539
65,140,89.2460319727222,122.62697100918852
66,140,89.29699736172392,122.97769523200654
67,140,89.39898392220454,123.32983549812427
68,140,89.50104510055007,123.61257759339603
69,140,89.55210376208896,124.10960469677207
70,140,89.65427741171618,124.53791332998327
71,140,89.70539247269761,124.96836095736604
72,140,89.75652640647891,125.40097593069906
73,140,89.85885103884206,125.83578709968536
74,140,89.9100418107642,126.19982855583504
75,140,90.01248044986377,126.56543279414113
76,140,90.01248044986377,126.93261733841163
77,140,90.06372839072051,127.37534985670328
78,140,90.16628169967314,127.74607405731622
79,140,90.16628169967314,128.04383200839987
80,140,90.26891182511105,128.4175183369651
81,140,90.21758714179026,128.71767029813742
82,140,90.3202557867898,129.1699260675995
83,140,90.26891182511105,129.47279631811517
84,140,90.26891182511105,129.85293909452466
85,140,90.26891182511105,130.2348283113132
86,140,90.21758714179026,130.46480858005214
87,140,90.26891182511105,130.6184843063191
88,140,90.3202557867898,130.92669505414338
89,140,90.3202557867898,131.23606048276713
90,140,90.26891182511105,131.46884884371258
91,140,90.16628169967314,131.70229745514968
92,140,90.21758714179026,132.09285842581562
93,140,90.26891182511105,132.32809070206667
94,140,90.16628169967314,132.56400060625765
95,140,90.26891182511105,132.80059298521718
96,140,90.26891182511105,133.11711958364202
97,140,90.26891182511105,133.3553235189142
98,140,90.26891182511105,133.5942264295791
99,140,90.3202557867898,133.75388585108004
100,140,90.3202557867898,133.91385968476192
101,140,90.3202557867898,134.07414945096215
102,140,90.3202557867898,134.23475668006535
103,140,90.3716190640385,134.39568291259155
104,140,90.26891182511105,134.63767378787435
105,140,90.3202557867898,134.79940433606515
106,140,90.3202557867898,135.0426090471525
107,140,90.3202557867898,135.20515376570745
108,140,90.3202557867898,135.3680269487702
109,140,90.3202557867898,135.61295612802036
110,140,90.3716190640385,135.77665755765025
111,140,90.26891182511105,135.9406931487916
112,140,90.21758714179026,136.26977343714904
113,140,90.21758714179026,136.51747320040687
114,140,90.21758714179026,136.76594176268134
115,140,90.16628169967314,136.76594176268134
116,140,90.11499546166301,137.18178014864458
117,140,90.06372839072051,137.34872398627402
118,140,90.11499546166301,137.51601814895537
119,140,90.11499546166301,137.85166451589012
120,140,90.11499546166301,137.85166451589012
121,140,90.11499546166301,138.02002028409697
122,140,90.06372839072051,138.10433210011507
123,140,90.11499546166301,138.27322472727695
124,140,90.06372839072051,138.35780599331446
125,140,90.06372839072051,138.52723957351986
126,140,90.06372839072051,138.6970360848983
127,140,90.11499546166301,138.78207101793862
128,140,90.06372839072051,138.95241540218174
129,140,90.06372839072051,139.03772532123452
130,140,90.01248044986377,139.1231273715204
131,140,90.01248044986377,139.2086217890388
132,140,90.01248044986377,139.2942088106255
133,140,90.01248044986377,139.2942088106255
134,140,89.9612516021677,139.2942088106255
135,140,89.9612516021677,139.46566161755578
136,140,90.01248044986377,139.46566161755578
137,140,90.01248044986377,139.46566161755578
138,140,90.01248044986377,139.63748770388543
139,140,90.06372839072051,139.63748770388543
140,140,90.11499546166301,139.63748770388543
141,140,90.16628169967314,139.46566161755578
142,140,90.16628169967314,139.55152788079084
143,140,90.11499546166301,139.46566161755578
144,140,90.21758714179026,139.37988867395728
145,140,90.11499546166301,139.46566161755578
146,140,90.11499546166301,139.55152788079084
147,140,90.16628169967314,139.2942088106255
148,140,90.16628169967314,139.37988867395728
149,140,90.16628169967314,139.46566161755578
150,140,90.11499546166301,139.55152788079084
151,140,90.11499546166301,139.72354132791924
152,140,90.16628169967314,139.8959309474311
153,140,90.11499546166301,140.06869868525428
154,140,90.16628169967314,140.06869868525428
155,140,90.16628169967314,140.24184650128802
156,140,90.16628169967314,140.50228519400918
157,140,90.16628169967314,140.58929027824706
158,140,90.16628169967314,140.67639187302927
159,140,90.16628169967314,140.85088560188012
160,140,90.26891182511105,141.02576840501234
161,140,90.21758714179026,141.11335634609793
162,140,90.21758714179026,141.11335634609793
163,140,90.26891182511105,141.20104232160386
164,140,90.21758714179026,141.28882658875239
165,140,90.26891182511105,141.37670940570337
166,140,90.3202557867898,141.4646910315604
167,140,90.3202557867898,141.55277172637426
168,140,90.3716190640385,141.7292313678411
169,140,90.3716190640385,141.90609042963797
170,140,90.3716190640385,141.9946704034876
171,140,90.3202557867898,142.1721325662641
172,140,90.3716190640385,142.26101528980521
173,140,90.3202557867898,142.1721325662641
174,140,90.3202557867898,142.3499994661716
175,140,90.3202557867898,142.52827325751855
176,140,90.26891182511105,142.52827325751855
177,140,90.3202557867898,142.52827325751855
178,140,90.3716190640385,142.61756341507345
179,140,90.26891182511105,142.70695611061154
180,140,90.42300169412694,142.79645161794707
181,140,90.3716190640385,142.88605021191358
182,140,90.42300169412694,143.15546727733934
183,140,90.47440371438324,142.97575216836964
184,140,90.52582516219351,143.15546727733934
185,140,90.52582516219351,143.15546727733934
186,140,90.52582516219351,143.06555776420376
187,140,90.52582516219351,143.33559917241456
188,140,90.52582516219351,143.15546727733934
189,140,90.57726607500236,143.33559917241456
190,140,90.68020644568745,143.42582211542262
191,140,90.62872649031303,143.60658340296123
192,140,90.78322512717028,143.60658340296123
193,140,90.73170597874656,143.6971223149106
194,140,90.73170597874656,143.8785181017467
195,140,90.83476392869801,143.9693755504985
196,140,90.78322512717028,144.0603397538594
197,140,90.83476392869801,144.15141100148426
198,140,90.83476392869801,144.15141100148426
199,140,90.83476392869801,144.33387579364654
200,140,90.83476392869801,144.42526992301092
201,140,90.88632242112826,144.51677226630406
202,140,90.78322512717028,144.60838311873124
203,140,90.83476392869801,144.70010277662487
204,140,90.83476392869801,144.88386969980832
205,140,90.83476392869801,144.88386969980832
206,140,90.83476392869801,144.97591756344895
207,140,90.83476392869801,145.06807542926845
208,140,90.78322512717028,145.252722376819
209,140,90.83476392869801,145.34521206614778
210,140,90.83476392869801,145.43781297286262
211,140,90.78322512717028,145.53052540369953
212,140,90.68020644568745,145.71628607061825
213,140,90.78322512717028,145.71628607061825
214,140,90.73170597874656,145.80933492612502
215,140,90.73170597874656,145.90249654461573
216,140,90.78322512717028,145.90249654461573
217,140,90.78322512717028,146.08915932266973
218,140,90.78322512717028,146.1826611113403
219,140,90.78322512717028,146.37000706994604
220,140,90.83476392869801,146.37000706994604
221,140,90.78322512717028,146.6518867441302
222,140,90.78322512717028,146.6518867441302
223,140,90.78322512717028,146.84038410052173
224,140,90.83476392869801,147.02934654190165
225,140,90.88632242112826,147.02934654190165
226,140,90.88632242112826,147.21877668511348
227,140,90.93790064231933,147.3136679683282
228,140,90.93790064231933,147.4086771677152
229,140,90.98949863018953,147.4086771677152
230,140,91.04111642271667,147.4086771677152
231,140,91.0927540579391,147.3136679683282
232,140,91.14441157395527,147.4086771677152
233,140,91.14441157395527,147.50380461624172
234,140,91.19608900892422,147.4086771677152
