time_stamp,temp_st,temp_supply,temp_return
0,150,71.11489931984818,103.52561931389774
1,150,71.11489931984818,104.21597416322786
2,150,71.20723301117165,105.0852736997209
3,150,71.39199375645961,105.96182578701267
4,150,71.39199375645961,106.78666984199616
5,150,71.43820353341667,107.61819110177105
6,150,71.53064676443861,108.4565714116844
7,150,71.57688026666494,109.24137293882863
8,150,71.66937116507029,110.21585263295904
9,150,71.71562860950561,110.95308551112745
10,150,71.76189408296057,111.69592518722014
11,150,71.80816760960332,112.44450539429182
12,150,71.80816760960332,113.13586426268554
13,150,71.94703675058483,113.95944182377859
14,150,71.99334273198674,114.66195939295959
15,150,71.99334273198674,115.36977324866432
16,150,72.03965688766229,115.95291592844313
17,150,72.03965688766229,116.60518480629325
18,150,72.03965688766229,117.26210493337122
19,150,72.13230981891647,117.92377246289833
20,150,72.13230981891647,118.59028607077504
21,150,72.13230981891647,119.12705411082119
22,150,72.13230981891647,119.80254773252095
23,150,72.17864864307822,120.34663578244023
24,150,72.2713511300533,120.89406692560296
25,150,72.22499573867933,121.37585629664244
26,150,72.22499573867933,121.99918755144994
27,150,72.22499573867933,122.3474009811396
28,150,72.2713511300533,122.90743759247445
29,150,72.31771484155036,123.32983549812427
30,150,72.31771484155036,123.89624377633983
31,150,72.36408689753803,124.25213830512807
32,150,72.36408689753803,124.75286800894958
33,150,72.50325337637324,125.18439573449069
34,150,72.45685614053934,125.6906042199228
35,150,72.50325337637324,126.19982855583504
36,150,72.50325337637324,126.7855527516229
37,150,72.54965905433818,127.30139997453396
38,150,72.59607319888752,127.74607405731622
39,150,72.68892698564004,128.11843642772106
40,150,72.68892698564004,128.6425314563411
41,150,72.73536667683751,129.01890211574624
42,150,72.78181493260799,129.3212237150994
43,150,72.78181493260799,129.70067353941636
44,150,72.78181493260799,130.15830978108244
45,150,72.87473723605089,130.46480858005214
46,150,72.87473723605089,130.8495345372242
47,150,72.92121133285949,131.31358352889706
48,150,72.96769409251357,131.70229745514968
49,150,73.01418553962607,132.17119418983478
50,150,73.15371225211666,132.64278866134376
51,150,73.20023869555675,133.03787273299378
52,150,73.29331803955046,133.5145141510164
53,150,73.33987098956854,133.91385968476192
54,150,73.43300356944755,134.31517982421968
55,150,73.52617188773735,134.71849860121384
56,150,73.57276951083941,135.123840448822
57,150,73.66599180923092,135.44958721845802
58,150,73.66599180923092,135.858633480008
59,150,73.71261653428681,136.26977343714904
60,150,73.80589326068016,136.51747320040687
61,150,73.85254531189997,136.84893645496754
62,150,73.94587691523793,137.18178014864458
63,150,74.03924535313934,137.5997971528197
64,150,74.13265082591911,137.93579783117906
65,150,74.17936751307384,138.18873350549194
66,150,74.22609353421066,138.6970360848983
67,150,74.31957367896837,139.1231273715204
68,150,74.45986452986338,139.2942088106255
69,150,74.50664708331985,139.55152788079084
70,150,74.55343914709124,139.98226742938903
71,150,74.60024074645005,140.32856355495562
72,150,74.64705190668965,140.67639187302927
