time_stamp,temp_st,temp_supply,temp_return
0,140,60.29532378152433,69.68755608552348
1,140,60.47524783707213,70.00924789054116
2,140,60.43026331159754,70.33128982750262
3,140,60.61021577170514,70.74587129132317
4,140,60.61021577170514,71.02259649361847
5,140,60.70020658271373,71.34579183979042
6,140,60.79020735194737,71.66937116507029
7,140,60.88021825759249,72.03965688766229
8,140,60.97023947783474,72.45685614053934
9,140,61.06027119086057,72.87473723605089
10,140,61.19533882415904,73.10719459476911
11,140,61.240366808025534,73.47958324888522
12,140,61.28539754873427,73.85254531189997
13,140,61.42050653467712,74.27282891445901
14,140,61.51059338459615,74.60024074645005
15,140,61.60069179655446,74.97499986206817
16,140,61.69080194880368,75.44432905705118
17,140,61.825989580193195,75.77345415186369
18,140,61.96120463009409,76.1030790611114
19,140,62.006282510418856,76.57485645919999
20,140,62.141535054587166,77.00036536494866
21,140,62.27681642182007,77.42675558922163
22,140,62.367020310162744,77.99668035563458
23,140,62.45723745486457,78.52055769734281
24,140,62.54746803443053,79.04585571671166
25,140,62.68283948472252,79.57261099214722
26,140,62.72797021236511,80.14895859880426
27,140,62.81824216794011,80.77539836654321
28,140,62.90852827279622,81.25877348767989
29,140,62.95367668705114,81.93774751917971
30,140,63.08914364525643,82.57063618326248
31,140,63.13430661097155,83.15696137278657
32,140,63.224643646005305,83.79450622214162
33,140,63.26981776004679,84.38524375400506
34,140,63.36017729301193,85.02769448659099
35,140,63.4053627566793,85.62307855176448
36,140,63.4053627566793,86.17088026561419
37,140,63.4957451902704,86.720671501124
38,140,63.54094220496015,87.322764855666
39,140,63.54094220496015,87.9273370534921
40,140,63.586143114762876,88.58515654140889
41,140,63.63134794207131,89.0932469377714
42,140,63.67655670928217,89.65427741171618
43,140,63.63134794207131,90.16628169967314
44,140,63.67655670928217,90.73170597874656
45,140,63.67655670928217,91.29950378865972
46,140,63.721769438795874,91.86972576174662
47,140,63.721769438795874,92.4946114175118
48,140,63.721769438795874,93.07006969277799
49,140,63.81220687435547,93.64811442635431
50,140,63.76698615301744,94.22880010516957
51,140,63.81220687435547,94.86535263207448
52,140,63.857431625223555,95.50518768136584
53,140,63.857431625223555,96.14838030049548
54,140,63.90266042803891,96.84905016990612
55,140,63.947893305223616,97.49948584221464
56,140,63.947893305223616,98.09887845222248
57,140,64.0383713724104,98.75628477439784
58,140,64.0383713724104,99.41744914510873
59,140,64.08361660727877,99.91584005105167
60,140,64.08361660727877,100.52797432220818
